coverage	n
11403	0
11404	0
11405	0
11406	0
11407	1
11408	0
11409	1
11410	0
11411	0
11412	0
11413	0
11414	0
11415	0
11416	1
11417	0
11418	0
11419	2
11420	1
11421	0
11422	0
11423	0
11424	0
11425	0
11426	0
11427	0
11428	0
11429	0
11430	0
11431	1
11432	0
11433	0
11434	1
11435	1
11436	0
11437	0
11438	0
11439	0
11440	0
11441	0
11442	0
11443	0
11444	0
11445	0
11446	0
11447	0
11448	0
11449	0
11450	0
11451	0
11452	0
11453	0
11454	0
11455	0
11456	0
11457	0
11458	0
11459	1
11460	0
11461	1
11462	0
11463	1
11464	0
11465	0
11466	0
11467	1
11468	1
11469	1
11470	0
11471	2
11472	0
11473	1
11474	0
11475	0
11476	0
11477	0
11478	0
11479	0
11480	0
11481	0
11482	1
11483	1
11484	0
11485	1
11486	0
11487	1
11488	0
11489	0
11490	1
11491	1
11492	0
11493	2
11494	1
11495	1
11496	0
11497	0
11498	1
11499	1
11500	1
11501	3
11502	5
11503	4
11504	0
11505	1
11506	2
11507	2
11508	0
11509	2
11510	4
11511	6
11512	9
11513	7
11514	7
11515	2
11516	3
11517	6
11518	5
11519	1
11520	3
11521	6
11522	4
11523	1
11524	2
11525	1
11526	1
11527	3
11528	2
11529	1
11530	0
11531	4
11532	4
11533	2
11534	0
11535	2
11536	0
11537	1
11538	5
11539	2
11540	2
11541	4
11542	6
11543	7
11544	2
11545	5
11546	4
11547	3
11548	2
11549	8
11550	16
11551	11
11552	5
11553	15
11554	0
11555	0
11556	0
11557	0
11558	0
11559	0
11560	0
11561	0
11562	0
11563	0
11564	0
11565	3
11566	1
11567	1
11568	0
11569	0
11570	0
11571	0
11572	0
11573	0
11574	1
11575	0
11576	0
11577	0
11578	0
11579	0
11580	1
11581	0
11582	0
11583	1
11584	0
11585	0
11586	0
11587	1
11588	0
11589	0
11590	0
11591	0
11592	0
11593	0
11594	0
11595	0
11596	0
11597	2
11598	0
11599	1
11600	1
11601	1
11602	0
11603	0
11604	1
11605	0
11606	0
11607	0
11608	1
11609	0
11610	0
11611	1
11612	4
11613	1
11614	0
11615	3
11616	8
11617	13
11618	11
11619	13
11620	7
11621	11
11622	9
11623	2
11624	2
11625	1
11626	0
11627	0
11628	0
11629	0
11630	1
11631	0
11632	1
11633	0
11634	1
11635	1
11636	0
11637	1
11638	0
11639	0
11640	1
11641	1
11642	3
11643	0
11644	0
11645	0
11646	1
11647	0
11648	0
11649	2
11650	0
11651	0
11652	0
11653	2
11654	1
11655	2
11656	2
11657	1
11658	0
11659	2
11660	0
11661	2
11662	1
11663	0
11664	2
11665	0
11666	0
11667	3
11668	1
11669	1
11670	3
11671	4
11672	3
11673	2
11674	7
11675	1
11676	4
11677	5
11678	10
11679	3
11680	0
11681	0
11682	0
11683	2
11684	0
11685	0
11686	0
11687	0
11688	0
11689	0
11690	1
11691	2
11692	1
11693	11
11694	4
11695	4
11696	6
11697	9
11698	9
11699	2
11700	0
11701	1
11702	1
11703	0
11704	1
11705	1
11706	3
11707	2
11708	2
11709	3
11710	0
11711	1
11712	1
11713	0
11714	0
11715	3
11716	1
11717	9
11718	5
11719	6
11720	3
11721	3
11722	2
11723	1
11724	1
11725	2
11726	1
11727	3
11728	4
11729	3
11730	3
11731	1
11732	1
11733	3
11734	11
11735	5
11736	1
11737	10
11738	6
11739	6
11740	4
11741	10
11742	7
11743	17
11744	8
11745	9
11746	17
11747	9
11748	3
11749	4
11750	5
11751	1
11752	4
11753	6
11754	1
11755	8
11756	0
11757	0
11758	0
11759	0
11760	0
11761	0
11762	0
11763	0
11764	0
11765	0
11766	1
11767	0
11768	0
11769	0
11770	0
11771	1
11772	0
11773	0
11774	0
11775	0
11776	1
11777	0
11778	0
11779	0
11780	0
11781	1
11782	1
11783	0
11784	0
11785	0
11786	0
11787	0
11788	0
11789	0
11790	0
11791	0
11792	0
11793	4
11794	7
11795	1
11796	1
11797	3
11798	0
11799	0
11800	1
11801	1
11802	1
11803	1
11804	0
11805	0
11806	1
11807	0
11808	3
11809	0
11810	1
11811	0
11812	1
11813	1
11814	0
11815	0
11816	0
11817	1
11818	2
11819	3
11820	2
11821	3
11822	2
11823	2
11824	3
11825	1
11826	1
11827	1
11828	1
11829	1
11830	2
11831	5
11832	2
11833	1
11834	4
11835	1
11836	2
11837	8
11838	1
11839	2
11840	2
11841	1
11842	3
11843	1
11844	2
11845	4
11846	5
11847	4
11848	2
11849	6
11850	2
11851	2
11852	0
11853	3
11854	3
11855	0
11856	0
11857	6
11858	0
11859	1
11860	0
11861	2
11862	4
11863	1
11864	3
11865	0
11866	6
11867	1
11868	1
11869	1
11870	1
11871	0
11872	0
11873	0
11874	1
11875	1
11876	2
11877	0
11878	1
11879	1
11880	0
11881	0
11882	0
11883	0
11884	1
11885	0
11886	0
11887	0
11888	0
11889	0
11890	0
11891	2
11892	2
11893	0
11894	0
11895	1
11896	0
11897	1
11898	0
11899	0
11900	1
11901	0
11902	2
11903	1
11904	0
11905	1
11906	1
11907	2
11908	2
11909	3
11910	0
11911	1
11912	3
11913	2
11914	3
11915	4
11916	1
11917	1
11918	2
11919	1
11920	1
11921	1
11922	1
11923	0
11924	0
11925	1
11926	2
11927	1
11928	1
11929	1
11930	1
11931	0
11932	0
11933	0
11934	0
11935	0
11936	0
11937	0
11938	1
11939	1
11940	0
11941	1
11942	0
11943	0
11944	0
11945	0
11946	0
11947	0
11948	0
11949	0
11950	1
11951	1
11952	0
11953	0
11954	0
11955	0
11956	0
11957	1
11958	0
11959	0
11960	0
11961	2
11962	0
11963	1
11964	1
11965	0
11966	0
11967	1
11968	0
11969	1
11970	0
11971	0
11972	0
11973	0
11974	0
11975	0
11976	1
11977	1
11978	0
11979	0
11980	0
11981	1
11982	1
11983	1
11984	0
11985	0
11986	0
11987	1
11988	0
11989	0
11990	0
11991	0
11992	1
11993	0
11994	1
11995	1
11996	1
11997	0
11998	1
11999	1
12000	2
12001	2
12002	2
12003	1
12004	0
12005	0
12006	0
12007	1
12008	0
12009	1
12010	0
12011	0
12012	0
12013	2
12014	0
12015	0
12016	1
12017	1
12018	0
12019	1
12020	1
12021	1
12022	0
12023	2
12024	1
12025	0
12026	0
12027	3
12028	1
12029	1
12030	1
12031	1
12032	1
12033	0
12034	1
12035	2
12036	2
12037	3
12038	1
12039	1
12040	0
12041	0
12042	1
12043	8
12044	9
12045	13
12046	8
12047	9
12048	3
12049	11
12050	3
12051	3
12052	3
12053	1
12054	3
12055	4
12056	1
12057	4
12058	0
12059	2
12060	2
12061	2
12062	1
12063	3
12064	3
12065	1
12066	0
12067	1
12068	0
12069	3
12070	0
12071	0
12072	1
12073	0
12074	0
12075	0
12076	0
12077	0
12078	2
12079	3
12080	1
12081	1
12082	0
12083	2
12084	0
12085	1
12086	0
12087	3
12088	3
12089	0
12090	1
12091	3
12092	0
12093	1
12094	3
12095	0
12096	1
12097	1
12098	2
12099	4
12100	4
12101	6
12102	4
12103	1
12104	1
12105	5
12106	5
12107	1
12108	5
12109	8
12110	12
12111	7
12112	6
12113	0
12114	3
12115	0
12116	0
12117	0
12118	1
12119	0
12120	2
12121	0
12122	1
12123	0
12124	0
12125	0
12126	0
12127	1
12128	4
12129	1
12130	2
12131	1
12132	1
12133	0
12134	1
12135	0
12136	0
12137	1
12138	6
12139	6
12140	2
12141	3
12142	6
12143	5
12144	4
12145	5
12146	1
12147	3
12148	2
12149	6
12150	6
12151	13
12152	28
12153	11
12154	5
12155	7
12156	5
12157	2
12158	0
12159	0
12160	1
12161	0
12162	0
12163	0
12164	0
12165	0
12166	0
12167	0
12168	0
12169	0
12170	0
12171	0
12172	0
12173	0
12174	0
12175	1
12176	0
12177	0
12178	0
12179	0
12180	0
12181	0
12182	0
12183	1
12184	1
12185	0
12186	0
12187	0
12188	0
12189	1
12190	0
12191	0
12192	0
12193	0
12194	0
12195	1
12196	0
12197	0
12198	0
12199	0
12200	0
12201	0
12202	0
12203	0
12204	0
12205	0
12206	0
12207	0
12208	0
12209	0
12210	0
12211	0
12212	0
12213	0
12214	0
12215	1
12216	0
12217	0
12218	0
12219	0
12220	1
12221	0
12222	0
12223	0
12224	0
12225	0
12226	0
12227	0
12228	0
12229	1
12230	0
12231	0
12232	0
12233	0
12234	0
12235	0
12236	0
12237	0
12238	0
12239	1
12240	1
12241	0
12242	0
12243	0
12244	0
12245	0
12246	0
12247	0
12248	0
12249	0
12250	1
12251	0
12252	1
12253	0
12254	1
12255	0
12256	1
12257	0
12258	0
12259	0
12260	0
12261	0
12262	0
12263	0
12264	0
12265	0
12266	0
12267	0
12268	1
12269	0
12270	0
12271	0
12272	0
12273	0
12274	0
12275	0
12276	0
12277	0
12278	0
12279	0
12280	1
12281	0
12282	0
12283	1
12284	0
12285	0
12286	0
12287	0
12288	2
12289	0
12290	1
12291	0
12292	0
12293	0
12294	0
12295	0
12296	0
12297	0
12298	0
12299	0
12300	0
12301	2
12302	0
12303	0
12304	0
12305	1
12306	0
12307	0
12308	1
12309	1
12310	0
12311	0
12312	0
12313	0
12314	0
12315	0
12316	0
12317	0
12318	0
12319	0
12320	0
12321	1
12322	0
12323	0
12324	0
12325	0
12326	0
12327	0
12328	0
12329	1
12330	1
12331	1
12332	1
12333	2
12334	0
12335	0
12336	1
12337	2
12338	0
12339	0
12340	0
12341	0
12342	1
12343	1
12344	2
12345	1
12346	0
12347	0
12348	0
12349	1
12350	1
12351	0
12352	0
12353	2
12354	1
12355	2
12356	0
12357	2
12358	0
12359	2
12360	0
12361	2
12362	3
12363	3
12364	0
12365	2
12366	4
12367	3
12368	6
12369	5
12370	16
12371	2
12372	11
12373	2
12374	12
12375	1
12376	0
12377	0
12378	0
12379	1
12380	0
12381	0
12382	0
12383	0
12384	2
12385	0
12386	0
12387	0
12388	0
12389	0
12390	1
12391	0
12392	0
12393	0
12394	0
12395	1
12396	0
12397	0
12398	1
12399	1
12400	0
12401	0
12402	1
12403	0
12404	0
12405	0
12406	1
12407	1
12408	0
12409	2
12410	0
12411	1
12412	0
12413	0
12414	0
12415	1
12416	0
12417	0
12418	0
12419	0
12420	0
12421	1
12422	0
12423	0
12424	0
12425	0
12426	0
12427	0
12428	0
12429	0
12430	2
12431	0
12432	0
12433	3
12434	0
12435	1
12436	0
12437	0
12438	0
12439	1
12440	0
12441	0
12442	0
12443	0
12444	0
12445	2
12446	1
12447	0
12448	2
12449	0
12450	2
12451	0
12452	0
12453	0
12454	0
12455	0
12456	0
12457	1
12458	0
12459	0
12460	1
12461	0
12462	0
12463	0
12464	2
12465	0
12466	0
12467	0
12468	0
12469	0
12470	0
12471	0
12472	1
12473	0
12474	1
12475	0
12476	1
12477	0
12478	0
12479	2
12480	0
12481	1
12482	1
12483	0
12484	0
12485	0
12486	2
12487	1
12488	0
12489	1
12490	0
12491	0
12492	6
12493	1
12494	4
12495	8
12496	3
12497	1
12498	2
12499	5
12500	1
12501	0
12502	2
12503	3
12504	2
12505	1
12506	6
12507	6
12508	2
12509	2
12510	6
12511	3
12512	2
12513	7
12514	0
12515	1
12516	5
12517	6
12518	2
12519	3
12520	5
12521	1
12522	3
12523	3
12524	6
12525	15
12526	0
12527	9
12528	1
12529	0
12530	0
12531	1
12532	0
12533	0
12534	0
12535	0
12536	0
12537	0
12538	1
12539	0
12540	0
12541	0
12542	1
12543	0
12544	0
12545	0
12546	0
12547	0
12548	0
12549	0
12550	0
12551	0
12552	0
12553	0
12554	0
12555	1
12556	0
12557	0
12558	0
12559	0
12560	0
12561	0
12562	0
12563	0
12564	0
12565	0
12566	1
12567	0
12568	0
12569	0
12570	0
12571	0
12572	1
12573	0
12574	0
12575	0
12576	0
12577	0
12578	0
12579	1
12580	0
12581	1
12582	0
12583	0
12584	0
12585	0
12586	0
12587	0
12588	0
12589	0
12590	1
12591	2
12592	0
12593	0
12594	0
12595	0
12596	0
12597	0
12598	0
12599	0
12600	0
12601	0
12602	1
12603	0
12604	0
12605	1
12606	0
12607	0
12608	1
12609	1
12610	0
12611	0
12612	0
12613	0
12614	0
12615	0
12616	0
12617	0
12618	0
12619	0
12620	0
12621	0
12622	0
12623	0
12624	0
12625	0
12626	0
12627	1
12628	1
12629	0
12630	0
12631	0
12632	2
12633	0
12634	0
12635	0
12636	0
12637	0
12638	0
12639	0
12640	0
12641	1
12642	1
12643	0
12644	1
12645	1
12646	1
12647	0
12648	0
12649	2
12650	0
12651	1
12652	0
12653	0
12654	2
12655	1
12656	4
12657	1
12658	0
12659	0
12660	1
12661	1
12662	2
12663	2
12664	0
12665	0
12666	1
12667	1
12668	2
12669	0
12670	0
12671	1
12672	0
12673	3
12674	3
12675	0
12676	1
12677	2
12678	5
12679	1
12680	2
12681	2
12682	1
12683	3
12684	5
12685	1
12686	3
12687	0
12688	0
12689	0
12690	0
12691	0
12692	0
12693	0
12694	1
12695	0
12696	0
12697	0
12698	0
12699	0
12700	0
12701	0
12702	0
12703	0
12704	0
12705	0
12706	0
12707	0
12708	0
12709	0
12710	0
12711	0
12712	0
12713	0
12714	1
12715	0
12716	0
12717	0
12718	0
12719	0
12720	0
12721	0
12722	1
12723	0
12724	0
12725	0
12726	0
12727	0
12728	1
12729	1
12730	0
12731	0
12732	0
12733	1
12734	0
12735	1
12736	0
12737	0
12738	0
12739	1
12740	0
12741	0
12742	1
12743	0
12744	0
12745	0
12746	0
12747	0
12748	0
12749	1
12750	0
12751	0
12752	0
12753	0
12754	0
12755	0
12756	0
12757	0
12758	0
12759	0
12760	0
12761	0
12762	0
12763	0
12764	0
12765	0
12766	0
12767	0
12768	0
12769	0
12770	0
12771	0
12772	0
12773	0
12774	0
12775	1
12776	0
12777	0
12778	0
12779	0
12780	1
12781	0
12782	0
12783	0
12784	0
12785	0
12786	0
12787	0
12788	0
12789	0
12790	0
12791	0
12792	0
12793	0
12794	0
12795	0
12796	0
12797	0
12798	0
12799	0
12800	0
12801	1
12802	0
12803	0
12804	0
12805	0
12806	0
12807	0
12808	0
12809	0
12810	0
12811	0
12812	0
12813	0
12814	0
12815	0
12816	0
12817	0
12818	0
12819	0
12820	0
12821	1
12822	0
12823	1
12824	1
12825	0
12826	0
12827	0
12828	0
12829	0
12830	0
12831	1
12832	0
12833	0
12834	0
12835	1
12836	0
12837	0
12838	1
12839	0
12840	0
12841	0
12842	1
12843	0
12844	0
12845	0
12846	0
12847	0
12848	0
12849	0
12850	0
12851	0
12852	1
12853	0
12854	0
12855	0
12856	0
12857	1
12858	1
12859	0
12860	0
12861	0
12862	0
12863	0
12864	0
12865	0
12866	0
12867	0
12868	0
12869	0
12870	1
12871	0
12872	0
12873	0
12874	0
12875	0
12876	1
12877	1
12878	0
12879	0
12880	2
12881	0
12882	0
12883	1
12884	0
12885	0
12886	1
12887	0
12888	0
12889	1
12890	1
12891	1
12892	0
12893	1
12894	0
12895	0
12896	0
12897	0
12898	0
12899	0
12900	0
12901	0
12902	0
12903	0
12904	1
12905	0
12906	0
12907	1
12908	1
12909	1
12910	1
12911	2
12912	2
12913	5
12914	0
12915	0
12916	1
12917	1
12918	1
12919	3
12920	4
12921	0
12922	2
12923	1
12924	1
12925	4
12926	4
12927	0
12928	3
12929	3
12930	8
12931	6
12932	0
12933	2
12934	0
12935	0
12936	0
12937	0
12938	1
12939	1
12940	0
12941	0
12942	0
12943	3
12944	1
12945	0
12946	0
12947	1
12948	1
12949	1
12950	5
12951	0
12952	1
12953	1
12954	2
12955	0
12956	2
12957	1
12958	3
12959	3
12960	3
12961	6
12962	7
12963	1
12964	4
12965	0
12966	9
12967	11
12968	4
12969	8
12970	6
12971	13
12972	8
12973	3
12974	3
12975	3
12976	2
12977	0
12978	1
12979	0
12980	0
12981	0
12982	0
12983	1
12984	0
12985	1
12986	1
12987	1
12988	1
12989	0
12990	0
12991	0
12992	2
12993	1
12994	0
12995	3
12996	1
12997	3
12998	0
12999	0
13000	1
13001	1
13002	0
13003	1
13004	2
13005	2
13006	1
13007	0
13008	3
13009	2
13010	2
13011	6
13012	9
13013	7
13014	9
13015	14
13016	13
13017	12
13018	5
13019	1
13020	0
13021	0
13022	0
13023	0
13024	1
13025	1
13026	2
13027	1
13028	0
13029	0
13030	0
13031	0
13032	0
13033	0
13034	0
13035	1
13036	0
13037	0
13038	0
13039	0
13040	1
13041	0
13042	0
13043	0
13044	1
13045	1
13046	0
13047	0
13048	0
13049	1
13050	0
13051	0
13052	0
13053	1
13054	0
13055	0
13056	0
13057	0
13058	0
13059	0
13060	1
13061	0
13062	0
13063	0
13064	0
13065	0
13066	0
13067	0
13068	0
13069	1
13070	1
13071	0
13072	0
13073	0
13074	0
13075	1
13076	0
13077	0
13078	0
13079	0
13080	0
13081	0
13082	0
13083	0
13084	0
13085	0
13086	0
13087	1
13088	0
13089	0
13090	0
13091	0
13092	0
13093	1
13094	1
13095	0
13096	1
13097	0
13098	1
13099	1
13100	0
13101	1
13102	3
13103	5
13104	2
13105	3
13106	7
13107	7
13108	7
13109	13
13110	3
13111	1
13112	2
13113	0
13114	1
13115	0
13116	0
13117	0
13118	0
13119	0
13120	0
13121	0
13122	0
13123	0
13124	0
13125	0
13126	0
13127	0
13128	0
13129	0
13130	0
13131	0
13132	0
13133	0
13134	0
13135	0
13136	0
13137	0
13138	0
13139	0
13140	0
13141	0
13142	1
13143	0
13144	0
13145	0
13146	0
13147	0
13148	0
13149	0
13150	0
13151	0
13152	0
13153	0
13154	0
13155	0
13156	1
13157	0
13158	0
13159	0
13160	1
13161	0
13162	0
13163	0
13164	0
13165	0
13166	0
13167	1
13168	0
13169	0
13170	0
13171	0
13172	0
13173	0
13174	1
13175	1
13176	0
13177	0
13178	0
13179	0
13180	0
13181	1
13182	0
13183	0
13184	0
13185	0
13186	1
13187	0
13188	0
13189	1
13190	0
13191	0
13192	0
13193	0
13194	0
13195	0
13196	0
13197	0
13198	0
13199	2
13200	2
13201	0
13202	0
13203	0
13204	1
13205	0
13206	0
13207	0
13208	0
13209	0
13210	0
13211	0
13212	1
13213	0
13214	0
13215	0
13216	0
13217	0
13218	0
13219	0
13220	0
13221	2
13222	0
13223	0
13224	0
13225	0
13226	0
13227	0
13228	1
13229	1
13230	0
13231	0
13232	0
13233	0
13234	0
13235	1
13236	0
13237	0
13238	0
13239	0
13240	0
13241	0
13242	1
13243	0
13244	0
13245	0
13246	0
13247	0
13248	1
13249	0
13250	0
13251	0
13252	0
13253	0
13254	0
13255	0
13256	0
13257	0
13258	0
13259	2
13260	0
13261	0
13262	1
13263	0
13264	0
13265	0
13266	1
13267	0
13268	0
13269	0
13270	0
13271	0
13272	2
13273	0
13274	0
13275	1
13276	0
13277	0
13278	2
13279	0
13280	1
13281	0
13282	0
13283	0
13284	0
13285	0
13286	0
13287	2
13288	0
13289	0
13290	0
13291	0
13292	0
13293	0
13294	0
13295	0
13296	1
13297	0
13298	1
13299	0
13300	1
13301	0
13302	0
13303	1
13304	0
13305	0
13306	1
13307	1
13308	0
13309	0
13310	0
13311	1
13312	0
13313	0
13314	1
13315	0
13316	1
13317	0
13318	0
13319	0
13320	1
13321	0
13322	0
13323	0
13324	0
13325	0
13326	2
13327	1
13328	2
13329	0
13330	4
13331	0
13332	1
13333	0
13334	0
13335	2
13336	1
13337	0
13338	3
13339	3
13340	2
13341	2
13342	5
13343	4
13344	2
13345	5
13346	3
13347	5
13348	4
13349	3
13350	7
13351	9
13352	6
13353	7
13354	5
13355	7
13356	8
13357	3
13358	2
13359	1
13360	0
13361	2
13362	1
13363	0
13364	0
13365	0
13366	0
13367	3
13368	0
13369	5
13370	1
13371	3
13372	1
13373	5
13374	1
13375	0
13376	2
13377	0
13378	0
13379	0
13380	0
13381	0
13382	2
13383	0
13384	2
13385	0
13386	3
13387	2
13388	2
13389	0
13390	1
13391	3
13392	1
13393	2
13394	3
13395	3
13396	3
13397	1
13398	3
13399	1
13400	0
13401	4
13402	1
13403	1
13404	0
13405	1
13406	2
13407	1
13408	0
13409	2
13410	1
13411	0
13412	1
13413	1
13414	4
13415	0
13416	3
13417	2
13418	0
13419	5
13420	0
13421	1
13422	1
13423	2
13424	3
13425	0
13426	1
13427	0
13428	1
13429	2
13430	1
13431	3
13432	0
13433	8
13434	2
13435	0
13436	0
13437	0
13438	0
13439	0
13440	0
13441	0
13442	0
13443	0
13444	0
13445	0
13446	0
13447	0
13448	0
13449	0
13450	0
13451	2
13452	0
13453	0
13454	0
13455	1
13456	0
13457	1
13458	1
13459	0
13460	0
13461	1
13462	0
13463	0
13464	1
13465	0
13466	0
13467	0
13468	0
13469	0
13470	1
13471	1
13472	1
13473	2
13474	1
13475	2
13476	1
13477	0
13478	1
13479	1
13480	2
13481	1
13482	0
13483	0
13484	1
13485	0
13486	2
13487	0
13488	3
13489	2
13490	5
13491	5
13492	1
13493	6
13494	4
13495	1
13496	3
13497	12
13498	8
13499	20
13500	6
13501	11
13502	0
13503	0
13504	0
13505	0
13506	0
13507	0
13508	0
13509	0
13510	0
13511	0
13512	0
13513	0
13514	0
13515	0
13516	0
13517	0
13518	0
13519	0
13520	0
13521	0
13522	0
13523	0
13524	0
13525	0
13526	0
13527	0
13528	0
13529	0
13530	0
13531	0
13532	0
13533	0
13534	0
13535	0
13536	0
13537	0
13538	1
13539	1
13540	0
13541	0
13542	0
13543	0
13544	0
13545	0
13546	0
13547	0
13548	0
13549	0
13550	0
13551	0
13552	1
13553	0
13554	0
13555	0
13556	0
13557	0
13558	0
13559	0
13560	0
13561	0
13562	0
13563	0
13564	0
13565	0
13566	0
13567	0
13568	0
13569	0
13570	0
13571	0
13572	0
13573	0
13574	0
13575	0
13576	0
13577	0
13578	0
13579	0
13580	1
13581	0
13582	0
13583	1
13584	0
13585	0
13586	0
13587	0
13588	1
13589	0
13590	0
13591	0
13592	0
13593	0
13594	1
13595	0
13596	0
13597	1
13598	0
13599	0
13600	0
13601	0
13602	0
13603	0
13604	0
13605	0
13606	0
13607	0
13608	0
13609	0
13610	1
13611	0
13612	0
13613	0
13614	0
13615	1
13616	0
13617	0
13618	0
13619	0
13620	0
13621	0
13622	0
13623	0
13624	0
13625	0
13626	0
13627	0
13628	0
13629	0
13630	0
13631	0
13632	0
13633	1
13634	0
13635	0
13636	0
13637	0
13638	1
13639	0
13640	0
13641	0
13642	0
13643	0
13644	0
13645	0
13646	0
13647	0
13648	0
13649	0
13650	0
13651	1
13652	0
13653	0
13654	0
13655	0
13656	0
13657	0
13658	0
13659	0
13660	0
13661	0
13662	0
13663	0
13664	0
13665	0
13666	1
13667	0
13668	0
13669	0
13670	0
13671	0
13672	0
13673	0
13674	0
13675	1
13676	0
13677	0
13678	0
13679	0
13680	0
13681	0
13682	0
13683	0
13684	0
13685	0
13686	1
13687	0
13688	0
13689	0
13690	1
13691	1
13692	1
13693	0
13694	1
13695	1
13696	0
13697	1
13698	0
13699	1
13700	0
13701	1
13702	0
13703	0
13704	1
13705	1
13706	0
13707	1
13708	0
13709	2
13710	0
13711	0
13712	1
13713	2
13714	2
13715	0
13716	0
13717	0
13718	1
13719	0
13720	2
13721	0
13722	1
13723	2
13724	1
13725	1
13726	1
13727	1
13728	3
13729	4
13730	8
13731	9
13732	8
13733	0
13734	1
13735	0
13736	1
13737	1
13738	1
13739	2
13740	1
13741	0
13742	0
13743	0
13744	0
13745	0
13746	0
13747	3
13748	0
13749	2
13750	2
13751	1
13752	1
13753	3
13754	1
13755	0
13756	0
13757	0
13758	0
13759	0
13760	0
13761	0
13762	1
13763	0
13764	0
13765	0
13766	0
13767	2
13768	0
13769	1
13770	1
13771	0
13772	1
13773	0
13774	1
13775	0
13776	1
13777	1
13778	0
13779	0
13780	1
13781	1
13782	0
13783	0
13784	0
13785	1
13786	0
13787	1
13788	0
13789	1
13790	0
13791	1
13792	0
13793	0
13794	1
13795	0
13796	0
13797	0
13798	0
13799	0
13800	2
13801	0
13802	1
13803	1
13804	1
13805	0
13806	0
13807	0
13808	1
13809	1
13810	2
13811	2
13812	3
13813	0
13814	3
13815	2
13816	5
13817	4
13818	1
13819	2
13820	1
13821	1
13822	3
13823	0
13824	4
13825	2
13826	1
13827	2
13828	5
13829	1
13830	1
13831	5
13832	3
13833	6
13834	0
13835	8
13836	6
13837	3
13838	4
13839	11
13840	3
13841	4
13842	6
13843	5
13844	6
13845	3
13846	5
13847	3
13848	1
13849	0
13850	0
13851	1
13852	0
13853	2
13854	4
13855	7
13856	1
13857	1
13858	0
13859	5
13860	5
13861	5
13862	0
13863	1
13864	2
13865	4
13866	5
13867	1
13868	2
13869	1
13870	4
13871	1
13872	0
13873	0
13874	1
13875	2
13876	1
13877	0
13878	1
13879	0
13880	0
13881	0
13882	0
13883	0
13884	0
13885	0
13886	0
13887	0
13888	0
13889	0
13890	0
13891	0
13892	0
13893	0
13894	0
13895	0
13896	0
13897	0
13898	1
13899	0
13900	0
13901	0
13902	0
13903	0
13904	1
13905	0
13906	0
13907	0
13908	1
13909	0
13910	0
13911	0
13912	0
13913	0
13914	0
13915	1
13916	1
13917	0
13918	0
13919	1
13920	0
13921	0
13922	0
13923	0
13924	0
13925	0
13926	0
13927	1
13928	0
13929	0
13930	0
13931	0
13932	0
13933	1
13934	0
13935	0
13936	0
13937	0
13938	1
13939	2
13940	0
13941	1
13942	0
13943	0
13944	0
13945	0
13946	0
13947	0
13948	0
13949	1
13950	0
13951	0
13952	0
13953	0
13954	1
13955	1
13956	2
13957	0
13958	0
13959	1
13960	1
13961	1
13962	2
13963	0
13964	0
13965	2
13966	2
13967	1
13968	1
13969	1
13970	3
13971	5
13972	4
13973	3
13974	2
13975	1
13976	0
13977	0
13978	1
13979	5
13980	1
13981	10
13982	0
13983	5
13984	3
13985	5
13986	1
13987	2
13988	2
13989	0
13990	4
13991	4
13992	3
13993	4
13994	0
13995	4
13996	2
13997	0
13998	2
13999	2
14000	2
14001	1
14002	1
14003	1
14004	1
14005	2
14006	1
14007	1
14008	0
14009	0
14010	0
14011	0
14012	0
14013	1
14014	0
14015	0
14016	2
14017	0
14018	1
14019	2
14020	1
14021	0
14022	0
14023	3
14024	1
14025	0
14026	0
14027	0
14028	0
14029	0
14030	0
14031	0
14032	2
14033	0
14034	0
14035	0
14036	3
14037	1
14038	2
14039	1
14040	0
14041	0
14042	0
14043	0
14044	0
14045	0
14046	0
14047	0
14048	0
14049	0
14050	0
14051	1
14052	0
14053	0
14054	0
14055	0
14056	0
14057	0
14058	0
14059	2
14060	0
14061	0
14062	1
14063	0
14064	0
14065	0
14066	0
14067	0
14068	0
14069	0
14070	0
14071	1
14072	0
14073	0
14074	0
14075	1
14076	0
14077	0
14078	0
14079	1
14080	0
14081	1
14082	0
14083	0
14084	1
14085	1
14086	1
14087	0
14088	0
14089	1
14090	1
14091	0
14092	2
14093	3
14094	3
14095	4
14096	0
14097	2
14098	0
14099	1
14100	0
14101	1
14102	1
14103	0
14104	0
14105	0
14106	2
14107	1
14108	0
14109	3
14110	0
14111	2
14112	1
14113	0
14114	1
14115	3
14116	1
14117	1
14118	1
14119	3
14120	1
14121	0
14122	1
14123	1
14124	2
14125	0
14126	1
14127	0
14128	0
14129	1
14130	0
14131	0
14132	0
14133	2
14134	3
14135	2
14136	1
14137	2
14138	5
14139	4
14140	2
14141	1
14142	3
14143	1
14144	5
14145	4
14146	3
14147	1
14148	3
14149	2
14150	1
14151	1
14152	0
14153	6
14154	2
14155	1
14156	1
14157	2
14158	0
14159	4
14160	3
14161	0
14162	0
14163	0
14164	0
14165	0
14166	0
14167	1
14168	0
14169	0
14170	1
14171	0
14172	0
14173	0
14174	0
14175	0
14176	0
14177	0
14178	0
14179	0
14180	0
14181	0
14182	0
14183	0
14184	0
14185	1
14186	1
14187	0
14188	0
14189	0
14190	0
14191	0
14192	0
14193	0
14194	0
14195	0
14196	0
14197	0
14198	0
14199	0
14200	0
