ID or #		Start	End	Type	Contig
cds-QHD43419.1		26523	27191	complete	Consensus_SC2244.consensus_threshold_0.75_quality_20:26512-27180
gene-ORF6		27202	27387	complete	Consensus_SC2244.consensus_threshold_0.75_quality_20:27191-27376
cds-QHD43420.1		27202	27387	complete	Consensus_SC2244.consensus_threshold_0.75_quality_20:27191-27376
gene-ORF7a		27394	27759	complete	Consensus_SC2244.consensus_threshold_0.75_quality_20:27383-27748
cds-QHD43421.1		27394	27759	complete	Consensus_SC2244.consensus_threshold_0.75_quality_20:27383-27748
gene-ORF8		27894	28259	complete	Consensus_SC2244.consensus_threshold_0.75_quality_20:27883-28248
cds-QHD43422.1		27894	28259	complete	Consensus_SC2244.consensus_threshold_0.75_quality_20:27883-28248
gene-N		28274	29533	partial	Consensus_SC2244.consensus_threshold_0.75_quality_20:28263-29029,Consensus_SC2244.consensus_threshold_0.75_quality_20:29305-29521
cds-QHD43423.2		28274	29533	partial	Consensus_SC2244.consensus_threshold_0.75_quality_20:28263-29029,Consensus_SC2244.consensus_threshold_0.75_quality_20:29305-29521
gene-ORF10		29558	29674	partial	Consensus_SC2244.consensus_threshold_0.75_quality_20:29546-29653
cds-QHI42199.1		29558	29674	partial	Consensus_SC2244.consensus_threshold_0.75_quality_20:29546-29653
